HAGR_ID,Organism_Family,Organism_Genus,Organism_Species,Organism_Common_Name,Female_Maturity_in_Days,Male_Maturity_in_Days,Maximum_Longevity_Years,Body_Mass_in_Grams,Temperature_in_Kelvin
1950,Delphinidae,Sotalia,fluviatilis,River dolphin,,,,,
1951,Delphinidae,Sousa,chinensis,Indo-Pacific humpbacked dolphin,,,,,
1952,Delphinidae,Stenella,attenuata,Pantropical spotted dolphin,2983,3956,46,,
1953,Delphinidae,Stenella,coeruleoalba,Striped dolphin,2834,3025,57.5,,
1954,Delphinidae,Steno,bredanensis,Rough-toothed dolphin,3650,,32,,
1955,Delphinidae,Tursiops,truncatus,Bottlenosed dolphin,2831,3689,51.6,,
1956,Eschrichtiidae,Eschrichtius,robustus,Gray whale,2922,2922,77,,
1957,Hyperoodontidae,Berardius,bairdii,Baird's beaked whale,4383,2922,84,,
1958,Hyperoodontidae,Hyperoodon,ampullatus,Northern bottlenose whale,3652,3287,37,,
1959,Hyperoodontidae,Mesoplodon,densirostris,Blainville's beaked whale,3287,,,,
1960,Hyperoodontidae,Mesoplodon,europaeus,Gervais's beaked whale,,,48,,
1961,Hyperoodontidae,Ziphius,cavirostris,Cuvier's beaked whale,,,62,,
1962,Iniidae,Inia,geoffrensis,Amazon dolphin,,,31.3,,
1963,Iniidae,Lipotes,vexillifer,Yangzte river dolphin or baiji,2920,,24,,
1964,Iniidae,Pontoporia,blainvillei,Franciscana,912,912,,,
1965,Kogiidae,Kogia,breviceps,Pygmy sperm whale,,,17,,
1966,Monodontidae,Delphinapterus,leucas,Beluga,1644,2283,40,,308.95
1967,Monodontidae,Monodon,monoceros,Narwhal,2191,2922,50,,
1968,Phocoenidae,Neophocaena,phocaenoides,Finless porpoise,2190,1460,33,,
1969,Phocoenidae,Phocoena,phocoena,Harbor porpoise,1055,1461,20.4,28500,
1970,Phocoenidae,Phocoenoides,dalli,Dall's porpoise,1826,2375,22,,
1971,Physeteridae,Physeter,macrocephalus,Sperm whale,2922,3650,77,,
1972,Platanistidae,Platanista,gangetica,Ganges dolphin,3652,3652,,,
1974,Emballonuridae,Saccopteryx,bilineata,Greater sac-winged bat,365,,6,7.8,308.65
1975,Hipposideridae,Hipposideros,fulvus,Fulvus roundleaf bat,563,563,13,,
1976,Megadermatidae,Macroderma,gigas,Australian false vampire bat,,,22.6,126,310.15
1977,Megadermatidae,Megaderma,lyra,Greater false vampire bat,540,450,14,,
1978,Miniopteridae,Miniopterus,schreibersii,Schreibers's long-fingered bat,577,730,22,10.9,310.85
1979,Molossidae,Molossus,molossus,Pallas's mastiff bat,,,5.6,,
1980,Molossidae,Mormopterus,planiceps,Southern free-tailed bat,,,,,
1981,Molossidae,Tadarida,brasiliensis,Brazilian free-tailed bat,273,547,12,13.3,309.15
1982,Molossidae,Tadarida,teniotis,European free-tailed bat,,,13,,308.25
1983,Mystacinidae,Mystacina,tuberculata,New Zealand lesser short-tailed bat,,,7.6,,
1984,Noctilionidae,Noctilio,leporinus,Greater bulldog bat,,,11.8,61,306.95
1985,Phyllostomidae,Anoura,geoffroyi,Geoffroy's tailless bat,,,10,,
1986,Phyllostomidae,Artibeus,jamaicensis,Jamaican fruit-eating bat,289,289,19.2,46.1,309.55
1987,Phyllostomidae,Artibeus,lituratus,Great fruit-eating bat,,,,70.1,310.45
1988,Phyllostomidae,Carollia,perspicillata,Seba's short-tailed bat,258,258,17,14.9,309.55
1989,Phyllostomidae,Desmodus,rotundus,Vampire bat,285,285,29.2,29.4,308.15
1990,Phyllostomidae,Diphylla,ecaudata,Hairy-legged vampire bat,,,8,,
1991,Phyllostomidae,Glossophaga,soricina,Pallas's long-tongued bat,,,11,9.6,308.65
1992,Phyllostomidae,Leptonycteris,curasoae,Southern long-nosed bat,,,10.1,,
1993,Phyllostomidae,Macrotus,californicus,California leaf-nosed bat,120,,17,11.7,308.15
1994,Phyllostomidae,Macrotus,waterhousii,Waterhouse's leaf-nosed bat,,,10.4,,
1995,Phyllostomidae,Phyllostomus,discolor,Pale spear-nosed bat,,,9,33.5,307.75
1996,Phyllostomidae,Phyllostomus,hastatus,Greater spear-nosed bat,,,18,84.2,307.85
1997,Phyllostomidae,Platyrrhinus,lineatus,White-lined broad-nosed bat,,,13,21.9,309.55
1998,Phyllostomidae,Sturnira,lilium,Little yellow-shouldered bat,,,12,21.4,309.55
1999,Pteropodidae,Cynopterus,brachyotis,Lesser short-nosed fruit bat,213,213,10.1,37.2,309.65
2000,Pteropodidae,Cynopterus,sphinx,Greater short-nosed fruit bat,150,525,10,,
2001,Pteropodidae,Dobsonia,moluccensis,Moluccan naked-backed fruit bat,,,12.3,312.4,309.95
2002,Pteropodidae,Eidolon,helvum,Straw-colored fruit bat,,,21.8,,307.65
2003,Pteropodidae,Epomophorus,gambianus,Gambian epauletted fruit bat,,,7.8,,
2004,Pteropodidae,Epomophorus,wahlbergi,Wahlberg's epauletted fruit bat,,,10.1,,
2005,Pteropodidae,Haplonycteris,fischeri,Philippine pygmy fruit bat,120,315,10,,
2006,Pteropodidae,Hypsignathus,monstrosus,Hammer-headed fruit bat,180,420,,,
2007,Pteropodidae,Pteropus,alecto,Black flying fox,,,19.7,,
2008,Pteropodidae,Pteropus,conspicillatus,Spectacled flying fox,,,,,
2009,Pteropodidae,Pteropus,dasymallus,Ryukyu flying fox,,,24,,
2010,Pteropodidae,Pteropus,giganteus,Indian flying fox,365,365,40,562.2,309.85
2011,Pteropodidae,Pteropus,hypomelanus,Variable flying fox,,,20.3,520.8,308.85
2012,Pteropodidae,Pteropus,livingstonii,Comoro black flying fox,,,15,,
2013,Pteropodidae,Pteropus,lylei,Lyle's flying fox,,,20.4,,
2014,Pteropodidae,Pteropus,niger,Greater mascarene flying fox,,,19.4,,
2015,Pteropodidae,Pteropus,poliocephalus,Gray-headed flying fox,540,540,23.6,598,309.65
2016,Pteropodidae,Pteropus,pselaphon,Bonin flying fox,,,16.7,,
2017,Pteropodidae,Pteropus,pumilus,Little golden-mantled flying fox,,,17.2,194.2,309.25
2018,Pteropodidae,Pteropus,rodricensis,Rodriguez flying fox,,,28,254.5,309.65
2019,Pteropodidae,Pteropus,scapulatus,Little red flying fox,540,540,15.8,362,310.15
2020,Pteropodidae,Pteropus,vampyrus,Large flying fox,,,20.9,1024.3,310.05
2021,Pteropodidae,Pteropus,voeltzkowi,Pemba flying fox,,,,,
2022,Pteropodidae,Rousettus,aegyptiacus,Egyptian rousette,365,365,22.9,146,307.95
2023,Pteropodidae,Rousettus,lanosus,Long-haired rousette,,,18.7,,
2024,Pteropodidae,Rousettus,leschenaultii,Leschenault's rousette,150,455,14,,
2025,Rhinolophidae,Rhinolophus,euryale,Mediterranean horseshoe bat,821,821,13,,
2026,Rhinolophidae,Rhinolophus,ferrumequinum,Greater horseshoe bat,730,730,30.5,,
2027,Rhinolophidae,Rhinolophus,hipposideros,Lesser horseshoe bat,500,471,29.4,,
2028,Rhinolophidae,Rhinolophus,megaphyllus,Smaller horseshoe bat,730,730,,,
2029,Vespertilionidae,Antrozous,pallidus,Pallid bat,365,365,14.8,22,307.15
2030,Vespertilionidae,Barbastella,barbastellus,Western barbastelle,,,23,,
2031,Vespertilionidae,Corynorhinus,rafinesquii,Rafinesque's big-eared bat,182,182,,,
2032,Vespertilionidae,Corynorhinus,townsendii,Townsend's big-eared bat,,,20.5,,
2033,Vespertilionidae,Eptesicus,fuscus,Big brown bat,547,730,19,13.3,309.15
2034,Vespertilionidae,Eptesicus,nilssonii,Northern bat,,,20,,
2035,Vespertilionidae,Eptesicus,serotinus,Serotine,,,21,,
2036,Vespertilionidae,Lasionycteris,noctivagans,Silver-haired bat,152,152,12,,
2037,Vespertilionidae,Lasiurus,cinereus,Hoary bat,,,14,,307.95
2038,Vespertilionidae,Myotis,bechsteinii,Bechstein's bat,,,21,,
2039,Vespertilionidae,Myotis,blythii,Lesser mouse-eared bat,,,33,,
2040,Vespertilionidae,Myotis,brandtii,Brandt's bat,,,41,,
2041,Vespertilionidae,Myotis,dasycneme,Pond bat,,,20.5,,
2042,Vespertilionidae,Myotis,daubentonii,Daubenton's bat,730,730,28,,
2043,Vespertilionidae,Myotis,emarginatus,Geoffroy's bat,456,456,22.7,,
2044,Vespertilionidae,Myotis,evotis,Western long-eared myotis,,,22,,
2045,Vespertilionidae,Myotis,grisescens,Gray myotis,456,456,16.5,,
2046,Vespertilionidae,Myotis,keenii,Keen's myotis,,,19,,
2047,Vespertilionidae,Myotis,leibii,Eastern small-footed myotis,,,12,,
2048,Vespertilionidae,Myotis,lucifugus,Little brown bat,210,210,34,5.8,305.15
2049,Vespertilionidae,Myotis,myotis,Mouse-eared bat,502,502,37.1,,308.15
2050,Vespertilionidae,Myotis,mystacinus,Whiskered bat,365,456,24,,
2051,Vespertilionidae,Myotis,nattereri,Natterer's bat,,,23.7,,
2052,Vespertilionidae,Myotis,nigricans,Black myotis,98,98,7,3.7,307.15
2053,Vespertilionidae,Myotis,sodalis,Indiana bat,,,20,,
2054,Vespertilionidae,Myotis,thysanodes,Fringed myotis,,,18.3,,306.15
2055,Vespertilionidae,Myotis,velifer,Cave myotis,365,365,11.3,11.9,
2056,Vespertilionidae,Myotis,vivesi,Fish-eating bat,,,10,25,309.15
2057,Vespertilionidae,Myotis,volans,Long-legged myotis,152,,21,,
2058,Vespertilionidae,Myotis,yumanensis,Yuma myotis,,,14,5,
2059,Vespertilionidae,Nyctalus,leisleri,Lesser noctule,,,16,,
2060,Vespertilionidae,Nyctalus,noctula,Noctule,90,455,12,,
2061,Vespertilionidae,Nycticeius,humeralis,Evening bat,,,6,,307.15
2062,Vespertilionidae,Perimyotis,subflavus,Eastern pipistrelle,212,,14.8,,
2063,Vespertilionidae,Pipistrellus,kuhlii,Kuhl's pipistrelle,,,8,,
2064,Vespertilionidae,Pipistrellus,nathusii,Nathusius's pipistrelle,91,91,11,,
2065,Vespertilionidae,Pipistrellus,pipistrellus,Common pipistrelle,456,456,16.6,,
2066,Vespertilionidae,Plecotus,auritus,Brown big-eared bat,365,365,30,10.2,307.15
2067,Vespertilionidae,Plecotus,austriacus,Gray big-eared bat,,,25.5,,
2068,Vespertilionidae,Scotorepens,balstoni,Western broad-nosed bat,,,9.7,,
2069,Vespertilionidae,Vespertilio,murinus,Particolored bat,730,730,14.5,,
2070,Dasypodidae,Cabassous,centralis,Northern naked-tailed armadillo,,,,4061.7,306.75
2071,Dasypodidae,Cabassous,unicinctus,Southern naked-tailed armadillo,,,,,
2072,Dasypodidae,Chaetophractus,nationi,Andean hairy armadillo,,,,2150,308.65
2073,Dasypodidae,Chaetophractus,vellerosus,Screaming hairy armadillo,,,16.2,1110,307.55
2074,Dasypodidae,Chaetophractus,villosus,Large hairy armadillo,273,273,25.2,4540,308.25
2075,Dasypodidae,Chlamyphorus,truncatus,Pink fairy armadillo,,,,,
2076,Dasypodidae,Dasypus,novemcinctus,Nine-banded armadillo,365,365,22.3,3413.7,307.65
2077,Dasypodidae,Dasypus,septemcinctus,Seven-banded armadillo,274,,16.8,,
2078,Dasypodidae,Euphractus,sexcinctus,Six-banded armadillo,274,274,22.1,8190,307.35
2079,Dasypodidae,Priodontes,maximus,Giant armadillo,320,320,15,45190,306.75
2080,Dasypodidae,Tolypeutes,matacus,Southern three-banded armadillo,320,320,36.8,1160,306.15
2081,Dasypodidae,Tolypeutes,tricinctus,Brazilian three-banded armadillo,,,,,
2082,Dasypodidae,Zaedyus,pichiy,Pichi,320,320,12.5,1740,308.35
2083,Dasyuridae,Antechinomys,laniger,Kultarr,350,350,3.5,25.8,308.95
2084,Dasyuridae,Antechinus,agilis,Agile antechinus,330,,4.7,,
2085,Dasyuridae,Antechinus,bellus,Fawn antechinus,350,,3.4,,
2086,Dasyuridae,Antechinus,flavipes,Yellow-footed antechinus,345,,3.9,46.5,308.15
2087,Dasyuridae,Antechinus,leo,Cinnamon antechinus,350,,,,
2088,Dasyuridae,Antechinus,minimus,Swamp antechinus,345,,,,
2089,Dasyuridae,Antechinus,stuartii,Brown antechinus,285,285,5.4,25,308.25
2090,Dasyuridae,Antechinus,swainsonii,Dusky antechinus,330,,3.3,66.9,309.15
2091,Dasyuridae,Dasycercus,cristicauda,Mulgara,315,315,7.4,91,310.85
2092,Dasyuridae,Dasykaluta,rosamondae,Little red kaluta,300,,,,
2093,Dasyuridae,Dasyuroides,byrnei,Kowari,238,216,8,100,308.35
2094,Dasyuridae,Dasyurus,geoffroii,Western quoll,365,,6.2,1326.7,309.35
2095,Dasyuridae,Dasyurus,hallucatus,Northern quoll,315,315,5.9,571,309.05
2096,Dasyuridae,Dasyurus,maculatus,Australian tiger cat,340,340,6.8,1782,310.05
2097,Dasyuridae,Dasyurus,viverrinus,Eastern quoll,335,335,6.8,945.3,309.05
2098,Dasyuridae,Ningaui,ridei,Wongai ningaui,290,,,,
2099,Dasyuridae,Ningaui,timealeyi,Pilbara ningaui,,,,,
2100,Dasyuridae,Parantechinus,apicalis,Southern dibbler,315,315,5.5,,
2101,Dasyuridae,Phascogale,calura,Red-tailed phascogale,330,,4.7,,
2102,Dasyuridae,Phascogale,tapoatafa,Brush-tailed phascogale,365,365,5.9,153.7,310.55
2103,Dasyuridae,Planigale,gilesi,Paucident planigale,240,,,9.1,308.25
2104,Dasyuridae,Planigale,ingrami,Long-tailed planigale,,,,8.8,307.65
2105,Dasyuridae,Planigale,maculata,Pygmy planigale,290,,5.8,10.6,307.65
2106,Dasyuridae,Planigale,tenuirostris,Narrow-nosed planigale,240,,5.2,7.1,307.65
2107,Dasyuridae,Pseudantechinus,bilarni,Sandstone dibbler,180,180,,,
2108,Dasyuridae,Pseudantechinus,macdonnellensis,Fat-tailed marsupial mouse,350,350,7,43.1,307.35
2109,Dasyuridae,Pseudantechinus,ningbing,Ningbing pseudantechinus,330,,,,
2110,Dasyuridae,Pseudantechinus,woolleyae,Woolley's pseudantechinus,300,,,,
2111,Dasyuridae,Sarcophilus,harrisii,Tasmanian devil,730,730,13,6126.8,308.95
2112,Dasyuridae,Sminthopsis,crassicaudata,Fat-tailed dunnart,115,159,5,16,308.35
2113,Dasyuridae,Sminthopsis,dolichura,Little long-tailed dunnart,255,,,,
2114,Dasyuridae,Sminthopsis,douglasi,Julia Creek dunnart,,,,,
2115,Dasyuridae,Sminthopsis,griseoventer,Gray-bellied dunnart,,,3.6,,
2116,Dasyuridae,Sminthopsis,macroura,Stripe-faced dunnart,119,159,4.9,20.6,306.45
2117,Dasyuridae,Sminthopsis,ooldea,Ooldea dunnart,300,,,,
2118,Dasyuridae,Sminthopsis,virginiae,Red-cheeked dunnart,230,,5.3,,
2119,Dasyuridae,Sminthopsis,youngsoni,Lesser hairy-footed dunnart,,,5.3,,
2120,Myrmecobiidae,Myrmecobius,fasciatus,Numbat,,,11,438.2,305.65
2121,Cynocephalidae,Cynocephalus,volans,Philippine flying lemur,,,,,
2122,Didelphidae,Caluromys,derbianus,Central American woolly opossum,240,240,8.7,342.7,308.15
2123,Didelphidae,Caluromys,philander,Bare-tailed woolly opossum,304,,8.9,,
2124,Didelphidae,Caluromysiops,irrupta,Black-shouldered opossum,,,,,
2125,Didelphidae,Chironectes,minimus,Water opossum (yapok),304,,3.1,940.5,308.15
2126,Didelphidae,Didelphis,albiventris,White-eared opossum,365,365,,,
2127,Didelphidae,Didelphis,aurita,Big-eared opossum,170,,4,,
2128,Didelphidae,Didelphis,marsupialis,Southern opossum,178,240,4.2,1244.3,308.15
2129,Didelphidae,Didelphis,virginiana,Virginia opossum,184,243,6.6,2846.6,308.15
2130,Didelphidae,Gracilinanus,agilis,Paraguayan slender mouse opossum,,,6.1,,
2131,Didelphidae,Lutreolina,crassicaudata,Lutrine opossum,,,2.9,812,308.95
2132,Didelphidae,Marmosa,mexicana,Mexican mouse opossum,,,,,
2133,Didelphidae,Marmosa,murina,Murine mouse opossum,,,3.6,,
2134,Didelphidae,Marmosa,robinsoni,Robinson's mouse opossum,279,365,5,122,307.15
2135,Didelphidae,Marmosops,noctivagus,Rio Napo mouse opossum,,,4.5,,
2136,Didelphidae,Metachirus,nudicaudatus,Brown four-eyed opossum,,,3,336,308.15
2137,Didelphidae,Monodelphis,adusta,Sepia short-tailed opossum,,,4.1,,
2138,Didelphidae,Monodelphis,brevicaudata,Short bare-tailed opossum,180,180,3.9,91.5,306.85
2139,Didelphidae,Monodelphis,domestica,Gray short-tailed opossum,122,122,5.1,104,305.75
2140,Didelphidae,Philander,andersoni,Black four-eyed opossum,,,,,
2141,Didelphidae,Philander,opossum,Gray four-eyed opossum,450,,4.4,751,308.95
2142,Acrobatidae,Acrobates,pygmaeus,Pygmy gliding possum,240,365,8.8,14,307.85
2143,Acrobatidae,Distoechurus,pennatus,Feather-tailed possum,,,,,
2144,Burramyidae,Burramys,parvus,Mountain pygmy possum,320,320,12,44.3,309.25
2145,Burramyidae,Cercartetus,caudatus,Long-tailed pygmy possum,460,,,,
2146,Burramyidae,Cercartetus,nanus,Eastern pygmy possum,190,190,10.3,64.8,308.75
2147,Hypsiprymnodontidae,Hypsiprymnodon,moschatus,Musky rat kangaroo,365,365,,,
2148,Macropodidae,Dendrolagus,bennettianus,Bennett's tree kangaroo,,,,,
2149,Macropodidae,Dendrolagus,dorianus,Doria's tree kangaroo,,,19,,
2150,Macropodidae,Dendrolagus,goodfellowi,Goodfellow's tree kangaroo,,,23.6,,
2151,Macropodidae,Dendrolagus,inustus,Grizzled tree kangaroo,510,,23.8,,
2152,Macropodidae,Dendrolagus,matschiei,Matschie's tree kangaroo,845,,26.9,6960,309.45
2153,Macropodidae,Dendrolagus,ursinus,Black tree kangaroo,,,20,,
2154,Macropodidae,Dorcopsis,luctuosa,Gray dorcopsis,450,,13.9,,
2155,Macropodidae,Dorcopsis,muelleri,Brown dorcopsis,,,12.4,,
2156,Macropodidae,Dorcopsulus,macleayi,Papuan mountain wallaby,,,7.9,,
2157,Macropodidae,Lagorchestes,conspicillatus,Spectacled hare-wallaby,363,,8.8,2660,309.15
2158,Macropodidae,Lagorchestes,hirsutus,Rufous hare-wallaby,330,,13.2,,
2159,Macropodidae,Lagostrophus,fasciatus,Banded hare-wallaby,365,365,,,
2160,Macropodidae,Macropus,agilis,Agile wallaby,365,425,16.9,,
2161,Macropodidae,Macropus,antilopinus,Antilopine wallaroo,802,,19.8,,
2162,Macropodidae,Macropus,bernardus,Black wallaroo,,,11.8,,
2163,Macropodidae,Macropus,dorsalis,Black-striped wallaby,426,608,,,
2164,Macropodidae,Macropus,eugenii,Tammar wallaby,274,730,15.1,4796,309.65
2165,Macropodidae,Macropus,fuliginosus,Western gray kangaroo,670,880,23.2,,309.65
2166,Macropodidae,Macropus,giganteus,Eastern gray kangaroo,639,1290,25,,309.45
2167,Macropodidae,Macropus,parma,Parma wallaby,424,620,15.9,,
2168,Macropodidae,Macropus,parryi,Whiptail wallaby,745,883,,,
2169,Macropodidae,Macropus,robustus,Wallaroo,547,670,22,29647.9,309.25
2170,Macropodidae,Macropus,rufogriseus,Red-necked wallaby,395,608,15.2,,
2171,Macropodidae,Macropus,rufus,Red kangaroo,517,806,25,28500,309.05
2172,Macropodidae,Onychogalea,fraenata,Ridled nail-tailed wallaby,185,,7.4,,
2173,Macropodidae,Onychogalea,unguifera,Northern nail-tailed wallaby,,,5.5,,
2174,Macropodidae,Petrogale,assimilis,Allied rock wallaby,525,,,,
2175,Macropodidae,Petrogale,brachyotis,Western rock wallaby,,,10.1,,
2176,Macropodidae,Petrogale,concinna,Nabarlek,430,,11.7,,
2177,Macropodidae,Petrogale,lateralis,Black-footed rock wallaby,,,,,
2178,Macropodidae,Petrogale,penicillata,Brush-tailed rock wallaby,540,590,14.3,,
2179,Macropodidae,Petrogale,xanthopus,Ringtailed rock wallaby,541,,14.4,,
2180,Macropodidae,Setonix,brachyurus,Quokka,252,389,13.8,2702.3,
2181,Macropodidae,Thylogale,billardierii,Tasmanian pademelon,435,435,8.8,,
2182,Macropodidae,Thylogale,brunii,Dusky pademelon,,,9.4,,
2183,Macropodidae,Thylogale,stigmatica,Red-legged pademelon,338,,9.7,,
2184,Macropodidae,Thylogale,thetis,Red-necked pademelon,555,,9,,
2185,Macropodidae,Wallabia,bicolor,Swamp wallaby,426,426,16.8,,
2186,Petauridae,Dactylopsila,trivirgata,Striped possum,,,9.6,,
2187,Petauridae,Gymnobelideus,leadbeateri,Leadbeater's possum,475,464,14.1,166,308.15
2188,Petauridae,Petaurus,australis,Yellow-bellied glider,725,,15,,
2189,Petauridae,Petaurus,breviceps,Sugar glider,236,456,17.8,129.3,309.05
2190,Petauridae,Petaurus,norfolcensis,Squirrel glider,,,14.8,,
2191,Phalangeridae,Ailurops,ursinus,Bear cuscus,,,,,
2192,Phalangeridae,Phalanger,gymnotis,Ground cuscus,,,18.9,,309.55
2193,Phalangeridae,Phalanger,orientalis,Gray cuscus,,,,,
2194,Phalangeridae,Spilocuscus,maculatus,Spotted cuscus,,243,17,4250,307.85
2195,Phalangeridae,Trichosurus,arnhemensis,Northern brush-tailed possum,,,,,
2196,Phalangeridae,Trichosurus,caninus,Mountain brush-tailed possum,900,,,,
2197,Phalangeridae,Trichosurus,vulpecula,Brush-tailed possum,315,730,15.9,1993.5,309.15
2198,Phalangeridae,Wyulda,squamicaudata,Scaly-tailed possum,730,540,,,
2199,Phascolarctidae,Phascolarctos,cinereus,Koala,646,1095,22.1,4732.4,308.95
2200,Potoroidae,Aepyprymnus,rufescens,Rufous 'rat'-kangaroo,333,380,12.8,2820,
2201,Potoroidae,Bettongia,gaimardi,Tasmanian bettong,252,272,,1385,308.75
2202,Potoroidae,Bettongia,lesueur,Burrowing bettong,218,,,,
2203,Potoroidae,Bettongia,penicillata,Woylie,180,,18.8,1018,310.35
2204,Potoroidae,Bettongia,tropica,Northern bettong,301,,,,
2205,Potoroidae,Potorous,longipes,Long-footed potoroo,755,,15.3,,
2206,Potoroidae,Potorous,tridactylus,Long-nosed potoroo,400,,14.5,1045.5,309.05
2207,Pseudocheiridae,Hemibelideus,lemuroides,Lemuroid ringtail possum,,,5.4,,
2208,Pseudocheiridae,Petauroides,volans,Greater glider,639,639,,1140.5,308.55
2209,Pseudocheiridae,Pseudocheirus,peregrinus,Ring-tailed possum,365,365,10.1,859.3,310.55
2210,Tarsipedidae,Tarsipes,rostratus,Honey possum,167,167,,10,309.75
2211,Vombatidae,Lasiorhinus,krefftii,Northern hairy-nosed wombat,,,30,,
2212,Vombatidae,Lasiorhinus,latifrons,Southern hairy-nosed wombat,547,547,29.9,27348.2,308.45
2213,Vombatidae,Vombatus,ursinus,Coarse-haired wombat,730,730,30,,
2214,Erinaceidae,Atelerix,albiventris,Four-toed hedgehog,84,,11.4,450,308.35
2215,Erinaceidae,Atelerix,algirus,North african hedgehog,,,,,
2216,Erinaceidae,Atelerix,frontalis,Southern african hedgehog,365,,,,
2217,Erinaceidae,Echinosorex,gymnura,Moonrat,,,,721.2,309.45
2218,Erinaceidae,Erinaceus,amurensis,Amur hedgehog,,,8,,
2219,Erinaceidae,Erinaceus,concolor,Eastern European hedgehog,213,,7,822.7,308.35
2220,Erinaceidae,Erinaceus,europaeus,Western European hedgehog,253,253,11.7,1213.5,307.15
2221,Erinaceidae,Hemiechinus,auritus,Long-eared hedgehog,213,,7.6,398.5,306.95
2222,Erinaceidae,Paraechinus,aethiopicus,Desert hedgehog,,,6.3,451.5,307.35
2223,Erinaceidae,Paraechinus,hypomelas,Brandt's hedgehog,,,7,,
2224,Procaviidae,Dendrohyrax,arboreus,Tree hyrax,365,365,13.6,,
2225,Procaviidae,Heterohyrax,brucei,Bush hyrax,494,494,,1604.4,309.85
2226,Procaviidae,Procavia,capensis,Rock hyrax,500,500,14.8,2458,310.15
2227,Leporidae,Brachylagus,idahoensis,Pygmy rabbit,256,,,432,
2228,Leporidae,Bunolagus,monticularis,Riverine rabbit,,,,,
2229,Leporidae,Lepus,americanus,Snowshoe hare,308,411,,1603.4,312.95
2230,Leporidae,Lepus,brachyurus,Japanese hare,,,13,,
2231,Leporidae,Lepus,californicus,Black-tailed jackrabbit,243,,11.8,2300,312.35
2232,Leporidae,Lepus,capensis,Cape hare,228,175,,,
2233,Leporidae,Lepus,europaeus,European hare,236,,10.7,,311.45
2234,Leporidae,Lepus,timidus,Mountain hare,266,,18,3014.5,312.85
2235,Leporidae,Lepus,townsendii,White-tailed jackrabbit,333,,,2523.2,311.35
2236,Leporidae,Oryctolagus,cuniculus,European rabbit,730,,9,2167.9,312.15
2237,Leporidae,Sylvilagus,audubonii,Audubon's cottontail rabbit,164,107,7.8,686.9,311.45
2238,Leporidae,Sylvilagus,bachmani,Brush rabbit,154,,,,
2239,Leporidae,Sylvilagus,floridanus,Eastern cottontail,123,,9.8,,
2240,Leporidae,Sylvilagus,nuttallii,Mountain cottontail,121,,7.4,,
2241,Leporidae,Sylvilagus,palustris,Marsh rabbit,219,,7.6,,
2242,Leporidae,Sylvilagus,transitionalis,New England cottontail,120,,9.3,,
2243,Ochotonidae,Ochotona,collaris,Collared pika,365,,,,
2244,Ochotonidae,Ochotona,hyperborea,Northern pika,,,9.4,,
2245,Ochotonidae,Ochotona,princeps,American pika,347,,7,109,313.25
2246,Ochotonidae,Ochotona,pusilla,Steppe pika,31,,,,
2247,Macroscelididae,Elephantulus,brachyrhynchus,Short-nosed elephant shrew,,,,45.3,310.65
2248,Macroscelididae,Elephantulus,edwardii,Cape elephant shrew,,,,49.9,310.75
2249,Macroscelididae,Elephantulus,intufi,Long-eared elephant shrew,335,183,9.3,46.5,310.35
2250,Macroscelididae,Elephantulus,rozeti,North African elephant shrew,,,7.2,49,310.25
2251,Macroscelididae,Elephantulus,rufescens,Rufous elephant shrew,50,50,7.9,53,310.45
2252,Macroscelididae,Macroscelides,proboscideus,Short-eared elephant shrew,44,,8.7,39,309.35
2253,Macroscelididae,Petrodromus,tetradactylus,Four-toed elephant shrew,,,,208,310.65
2254,Macroscelididae,Rhynchocyon,chrysopygus,Golden-rumped elephant shrew,38,,11,,
2255,Macroscelididae,Rhynchocyon,cirnei,Checkered elephant shrew,,,,,
2256,Microbiotheriidae,Dromiciops,gliroides,Monito del monte,730,730,,,308.3
2257,Ornithorhynchidae,Ornithorhynchus,anatinus,Duck-billed platypus,548,548,22.6,1030.3,307.15
2258,Tachyglossidae,Tachyglossus,aculeatus,Short-beaked echidna,548,548,49.5,2909,303.85
2259,Tachyglossidae,Zaglossus,bruijni,Long-nosed echidna,,,41.2,11848.6,303.95
2260,Notoryctidae,Notoryctes,typhlops,Southern marsupial mole,,,,,
2261,Peramelidae,Echymipera,kalubu,New Guinea spiny bandicoot,,,,,308.15
2262,Peramelidae,Echymipera,rufescens,Long-nosed echymipera,,,3.1,886.6,308.05
2263,Peramelidae,Isoodon,auratus,Golden bandicoot,,,6.7,428,306.95
2264,Peramelidae,Isoodon,macrourus,Northern brown bandicoot,122,200,6.8,1551,309.05
2265,Peramelidae,Isoodon,obesulus,Southern brown bandicoot,210,,6.5,717,307.05
2266,Peramelidae,Perameles,bougainville,Western barred bandicoot,120,,5.8,,
2267,Peramelidae,Perameles,gunnii,Eastern barred bandicoot,91,152,6.1,695,308.35
2268,Peramelidae,Perameles,nasuta,Long-nosed bandicoot,135,,5.6,645,309.25
2269,Peramelidae,Peroryctes,raffrayana,Raffray's bandicoot,90,150,3.2,,
2270,Thylacomyidae,Macrotis,lagotis,Rabbit-bandicoot or bilby,150,,9.6,1245.5,308.15
2271,Equidae,Equus,asinus,African wild ass,708,1005,47,177500,
2272,Equidae,Equus,caballus,Horse,914,973,57,,311.45
2273,Equidae,Equus,grevyi,Grevy's zebra,1278,1461,31,,
2274,Equidae,Equus,hemionus,Kulan,1157,1187,31.6,,
2275,Equidae,Equus,kiang,Kiang,,,30.1,,
